Local authority code,Local authority name,LSOA code,LSOA name,Year ending Dec 1995,Year ending Mar 1996,Year ending Jun 1996,Year ending Sep 1996,Year ending Dec 1996,Year ending Mar 1997,Year ending Jun 1997,Year ending Sep 1997,Year ending Dec 1997,Year ending Mar 1998,Year ending Jun 1998,Year ending Sep 1998,Year ending Dec 1998,Year ending Mar 1999,Year ending Jun 1999,Year ending Sep 1999,Year ending Dec 1999,Year ending Mar 2000,Year ending Jun 2000,Year ending Sep 2000,Year ending Dec 2000,Year ending Mar 2001,Year ending Jun 2001,Year ending Sep 2001,Year ending Dec 2001,Year ending Mar 2002,Year ending Jun 2002,Year ending Sep 2002,Year ending Dec 2002,Year ending Mar 2003,Year ending Jun 2003,Year ending Sep 2003,Year ending Dec 2003,Year ending Mar 2004,Year ending Jun 2004,Year ending Sep 2004,Year ending Dec 2004,Year ending Mar 2005,Year ending Jun 2005,Year ending Sep 2005,Year ending Dec 2005,Year ending Mar 2006,Year ending Jun 2006,Year ending Sep 2006,Year ending Dec 2006,Year ending Mar 2007,Year ending Jun 2007,Year ending Sep 2007,Year ending Dec 2007,Year ending Mar 2008,Year ending Jun 2008,Year ending Sep 2008,Year ending Dec 2008,Year ending Mar 2009,Year ending Jun 2009,Year ending Sep 2009,Year ending Dec 2009,Year ending Mar 2010,Year ending Jun 2010,Year ending Sep 2010,Year ending Dec 2010,Year ending Mar 2011,Year ending Jun 2011,Year ending Sep 2011,Year ending Dec 2011,Year ending Mar 2012,Year ending Jun 2012,Year ending Sep 2012,Year ending Dec 2012,Year ending Mar 2013,Year ending Jun 2013,Year ending Sep 2013,Year ending Dec 2013,Year ending Mar 2014,Year ending Jun 2014,Year ending Sep 2014,Year ending Dec 2014,Year ending Mar 2015,Year ending Jun 2015,Year ending Sep 2015,Year ending Dec 2015,Year ending Mar 2016,Year ending Jun 2016,Year ending Sep 2016,Year ending Dec 2016,Year ending Mar 2017,Year ending Jun 2017,Year ending Sep 2017,Year ending Dec 2017,Year ending Mar 2018,Year ending Jun 2018,Year ending Sep 2018,Year ending Dec 2018,Year ending Mar 2019,Year ending Jun 2019,Year ending Sep 2019,Year ending Dec 2019,Year ending Mar 2020,Year ending Jun 2020,Year ending Sep 2020,Year ending Dec 2020,Year ending Mar 2021,Year ending Jun 2021,Year ending Sep 2021,Year ending Dec 2021,Year ending Mar 2022,Year ending Jun 2022,Year ending Sep 2022,Year ending Dec 2022
E08000012,Liverpool,E01033751,Liverpool 062A,"77,368","77,105","76,047","79,361","77,566","78,108","80,852","78,093","76,622","80,407","80,394","82,798","89,352","87,218","88,271","86,801","76,329","77,671","75,354","76,430","81,107","81,619","87,579","91,344","98,399","101,162","102,609","103,330","109,623","114,781","120,790","129,613","139,189","142,438","155,467","168,893","186,315","190,399","193,303","209,782","189,854","187,198","185,877","171,781","176,167","180,542","185,727","186,697","181,358","178,445","172,459","169,538","176,939","168,416","166,517","160,901","146,141","140,376","137,982","108,303","103,892","103,633","103,661","110,795","153,709","157,754","151,775","144,881","149,881","149,111","142,840","147,656","145,000","141,500","150,042","149,542","159,918","160,105","163,311","161,391","160,662","164,629","159,583","161,726","163,997","167,677","175,839","181,900","173,556","173,300","178,318","193,169","195,960","197,085","186,468","183,743","184,148","182,639","195,348","193,973","194,148","198,347","194,975","201,373","201,090","193,610","199,296","200,402","210,975"
E08000012,Liverpool,E01033752,Liverpool 062B,:,:,:,:,:,:,:,:,:,:,:,:,:,"75,599","76,094","80,663","84,623","82,319","93,173","103,858","109,821","112,817","130,229","125,079","108,717","122,752","115,395","118,951","131,982","126,318","122,502","120,205","116,868","123,799","131,480","141,150","173,569","179,728","197,559","200,989","192,160","185,873","177,745","174,012","160,869","170,751","182,572","181,801","189,282","220,421","198,660","207,852","205,729","201,206","227,677","236,619","207,790","205,346","183,722","184,919","174,828","152,184","173,606","172,456","173,966","176,386","168,461","159,578","160,604","151,824","156,522","156,778","147,930","144,073","136,778","137,414","149,585","164,763","167,402","166,533","162,889","158,805","157,986","144,373","139,419","137,834","138,807","144,172","151,112","164,261","169,704","167,113","166,414","163,660","167,124","172,593","169,456","182,709","185,498","172,974","176,556","159,011","159,980","164,110","162,098","165,452","158,674","162,853","165,127"
E08000012,Liverpool,E01033753,Liverpool 062C,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,"150,869","149,790","159,599","168,114","169,764","175,293","192,455","167,615","155,831","144,938","199,873","222,545","229,845","229,943","262,779","218,917","213,774","219,351","221,853","224,549","244,896","265,312","235,643","252,583","191,824","177,105","171,062","123,895","126,045","128,860","128,506","141,491","138,558","128,039","128,704","226,300","182,679","156,286","152,806","146,264","144,679","143,626","133,642","137,880","135,481","163,247","174,767","170,358","182,435","177,109","174,658","182,948","216,716","211,498","206,514","198,065","170,605","172,737","175,310","173,609","179,037","175,543","171,358","172,563","177,287","179,267","183,996","189,918","186,179","209,308","205,984","208,268","211,188","196,977","185,667","191,563"
E08000012,Liverpool,E01033754,Liverpool 061B,"60,456","62,425","64,038","69,854","74,171","77,859","79,785","80,102","77,418","81,417","83,190","81,877","81,563","76,483","74,519","75,000","73,850","76,438","85,395","94,197","108,288","113,295","114,000",:,"107,000","113,279","121,695","122,025","128,448","131,262","136,755","141,985","144,588","141,797","145,684","152,502","153,977","172,526","180,836","184,484","186,965","198,318","198,650","194,275","187,218","172,955","166,724","161,209","160,650","158,342","155,664","157,777","152,886","152,129","152,640","150,063","149,803","155,604","158,028","159,456","152,014","151,044","148,303","145,449","140,988","132,352","137,524","128,840","128,038","130,071","137,146","149,883","147,809","163,579","155,194","134,333","121,170","113,665","118,526","125,116","106,803","118,558","125,952","126,292","174,769","202,510","98,060","105,408","108,341","106,275","166,427","169,410","156,918","157,868","139,686","137,678","141,101","147,611","200,857","204,038","214,464","170,100","162,277","168,931","160,690","169,286","183,898","198,842","200,898"
E08000012,Liverpool,E01033755,Liverpool 062D,"35,964","37,170","37,848","38,155","39,966",:,"40,850","40,893","43,650","43,022","42,545","42,345","55,576","69,103","70,755","72,919","74,598","62,264","62,195","57,079","65,512","84,480","93,072","103,933","115,911","123,843","127,370","120,707","106,328","105,056","110,379","120,319","129,155","134,101","140,564","148,705","152,785","151,870","150,185","148,826","151,741","156,274","153,239","149,851","143,440","136,988","142,977","151,239","155,353","159,129","157,890","168,146","176,309","180,000","178,862","126,695","120,288","119,612","121,306","123,012","131,283","130,088","130,282","118,871","103,745","102,389","105,208","101,857","101,607","107,300","107,285","115,849","125,010","125,250","122,303","97,614","97,173","96,940","95,631","119,941","118,549","127,365","127,519","129,297","133,963","129,606","130,371","128,029","132,171","138,674","140,188","144,706","142,890","144,091","151,162","147,201","159,131","172,223","167,943","170,743","164,819","125,300","119,643","106,050","103,423","106,455","108,364","114,229","123,875"
E08000012,Liverpool,E01033756,Liverpool 061C,"44,610","76,917","84,944","100,667","67,802","61,290","69,269","68,950","95,397","92,830","84,246","103,197","104,363","102,014","99,231","85,135","106,097","119,763","137,271","142,509","142,915","144,496","145,815","129,830","117,530","111,560","100,114","118,686","151,024","178,005","185,571","183,826","203,770","200,836","219,116","242,359","252,725","256,754","251,076","248,327","216,092","204,873","166,384","168,592","168,390","167,620","200,956","209,400","215,996","244,528","211,748","214,928","197,925","187,081","186,588","177,228","170,500","156,487","147,178","138,632","136,503","135,492","130,982","149,213","138,082","141,885","140,527","133,332","148,790","155,295","166,707","158,926","160,775","154,743","149,766","168,952","171,163","178,131","186,612","169,331","171,367","172,297","181,048","173,021","198,276","195,080","204,641","197,962","170,010","176,115","159,942","185,432","193,843","185,729","194,591","173,775","170,670","214,524","228,250","246,897","240,307","242,153","226,480","247,714","233,754","231,754","273,388","242,777","261,175"
E08000012,Liverpool,E01033757,Liverpool 037E,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,"97,317","82,550","81,729","71,340","82,733","92,822","102,345","136,875",:,:,:,:,:,:,"232,300","216,417",:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,"129,240",:,:,:,:,:,"132,863","132,701","131,819","131,193","170,393","181,983","122,414","126,613","151,286","151,833","152,800",:,:,"169,420","156,183","146,620","146,620",:,:,:
E08000012,Liverpool,E01033758,Liverpool 060B,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,"40,275","40,643","39,925","39,925","74,143","77,071","77,071","53,783","49,538","48,980","48,980",:,"52,053","54,219","54,612","54,875","67,925","68,866","84,343","90,182","94,629","94,350","90,872","87,346","87,438","108,063","115,571","121,857","120,800","121,000","121,063","131,495","126,320","122,355","120,071","110,514","107,696","108,176","107,983","119,012","108,774","104,030","56,258","52,470","48,110","49,158","69,333","87,714","88,600",:,:,:,"41,395","46,428","49,153","48,364","54,760","58,021","73,441","74,449","60,936","63,690","64,686","69,202","71,257","74,575","84,275","82,673","81,579","82,023","73,594","77,739","84,561","94,467","90,083","84,707","75,408","71,994","67,333","75,944","78,258","68,798","69,054","68,855","68,663","73,259","69,100","49,200","68,167","79,538","84,073","89,035","85,595","78,200"
E08000012,Liverpool,E01033759,Liverpool 010F,"32,007","34,821","34,107","32,000","29,928","29,021","26,386","29,136","27,378","26,889","27,873","25,213","27,581","27,806","28,379","26,855","25,965",:,"26,167","28,000",:,"33,850","36,242","35,486","33,378","29,493","32,325","33,700","45,343","41,989","38,265","42,707","40,863","42,336","46,224","44,967","47,364","64,586","67,905","68,458","73,457","77,777","83,394","86,605","91,117","100,375","113,354","120,430","121,777","123,565","122,582","121,382","118,847","111,632",:,:,:,:,:,:,:,"106,333","104,750","111,200","118,941","111,333","110,583","107,104","103,119","114,040","119,853","126,446","124,946","123,575","123,864","121,395","125,039","128,946","129,248","134,413","135,888","136,280","140,089","140,271","146,186","149,549","153,352","156,364","156,544","157,384","156,423","159,015","159,941","156,740","158,315","161,783","157,896","160,920","154,097","144,410","143,353","147,300","152,960","155,224","154,467","157,638","161,295","173,405","177,839"
E08000012,Liverpool,E01033760,Liverpool 060C,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,"120,181","80,865","78,597","74,655","71,612","66,798","68,542","80,869","86,497","81,676","82,362","89,632","90,640","96,839","100,281","101,809","111,743","119,325","121,816","136,967","173,974","188,625","176,583","173,034","149,458","130,424","132,756","132,638","135,574","132,439","133,114","133,238","130,650","123,535","123,690","137,030","141,722","139,500","130,286",:,:,"93,825","101,779","101,869","115,575",:,:,:,:,:,:,:,"90,208","75,313","78,941","83,217","93,391","110,077","109,364","109,328","91,493","112,900","113,838","119,736","123,113","109,470","118,766","120,844","114,253","123,916","93,063","96,889","105,820","85,798","87,902","89,924","88,468","102,381","103,720","101,013","106,796","117,075","123,631","133,311","143,531","138,428","134,216","132,869","128,681","124,408","108,786","139,581","142,706"
E08000012,Liverpool,E01033761,Liverpool 060D,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,"94,516","94,797","96,541","109,162","116,013","119,912","128,086","133,529","137,471","138,365","138,967","141,225","144,071","143,335","139,016","134,651","153,267","147,807","162,845","164,149","165,170","165,642","159,034","161,519","158,556","167,320","164,441","154,740","155,180","142,085","133,688","128,571","109,571","106,300","99,773","123,112","118,535","105,092","64,491","50,089","52,820","51,571","84,667","73,750","114,063","117,900","118,495","124,825","120,632","116,157","140,867","146,356","134,028","134,168","116,825","113,175","106,219","110,350","111,817","103,216","106,928","103,718","102,679","107,888","108,734","103,734","92,407","91,319","92,604","93,305","101,269","109,298","104,032","109,454","104,423","101,697","132,332","154,793","155,806","140,738","139,500","130,524","120,444","125,333","132,555"
E08000012,Liverpool,E01033762,Liverpool 060E,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,"48,818","47,000","47,000","47,000",:,:,"80,108","77,722","78,560","78,748","74,081","75,266","77,661","163,024","137,302","133,889","134,009","115,258","113,536","110,017","124,159","129,461","131,039","136,278","144,005","146,225","144,754","142,223","144,087","142,313","148,329","145,366","134,580","132,966","134,259","128,910","131,326","130,971","121,020","109,677","98,419","90,764","69,826","64,526","63,588","65,000","75,227","148,106","152,310","159,924","162,193","99,875","69,630","68,871","69,139","66,484","67,381","67,851","71,663","94,881","87,620","87,856","84,387","81,603","93,976","115,403","126,544","133,978","134,321","140,217","131,569","98,920","96,860","86,379","86,432","74,653","75,525","78,533","79,661","79,732","78,475","79,052","76,611","89,866","96,059","90,461","93,278","92,737","93,927"
E08000012,Liverpool,E01033763,Liverpool 031G,"21,900","20,497","18,116","18,560","19,261","19,431","20,575","21,050","22,400","22,286","24,134","23,747","22,048","22,301","20,951","20,291","20,625","21,036","19,930","18,275","20,678","21,159","22,625","25,000","22,222","23,667","20,698","22,416","22,568","21,207","26,329","30,678","35,924","41,153","46,264","51,863","54,735","56,430","58,734","61,281","64,111","62,864","71,146","79,978","90,818","85,471","83,620","87,102","90,623","116,954","122,431","127,350","115,300",:,:,:,:,"93,083","87,611","87,688","99,558","110,611","115,179","117,365","127,312","128,642","132,580","131,605","131,544","131,328","131,257","131,625","130,660","130,535","131,250","118,083","98,520","111,849","124,627","124,763","126,131","128,559","123,103","127,188","128,142","127,810","138,420","146,238","145,534","148,207","152,180","153,428","152,144","153,409","152,264","153,530","163,845","164,007","164,867","165,333","161,455","167,458","191,269","193,698","192,340","202,110","193,288","202,555","219,310"
E08000012,Liverpool,E01033764,Liverpool 022E,"28,373",:,:,:,"27,940","29,068","30,338","29,580","30,078","29,940",:,:,"28,441","28,386","29,880","30,055","29,935","27,943","27,267","28,598","29,650","31,047","33,079","33,272","31,719","33,092","33,159","32,411","39,934","37,281","38,973","39,994","40,506","42,425","48,855","48,945","59,070","70,197","73,307","73,594","74,621","76,000","97,711","103,759","104,341","104,380","100,992","94,955","83,131","79,392","79,567","86,140","92,507","94,789","97,267",:,:,:,"67,000","71,000","74,333","78,111","99,429","101,396","119,065","90,766","94,868","97,691","94,414","115,642","114,274","121,093","126,535","127,144","132,549","131,525","136,093","137,648","137,569","138,892","136,623","130,302","125,070","126,320","129,571","134,255","147,740","139,012","129,943","123,847","96,637","104,474","102,712","91,773","83,492","75,290","68,469","79,724","84,340","105,725","117,932","130,093","124,601","133,512","135,889","122,323","129,543","124,828","136,573"
E08000012,Liverpool,E01033765,Liverpool 061D,:,"71,860","72,631","78,637","74,959","69,662","64,158","61,694","56,572","56,089","55,768","54,537","51,968","56,934","64,917","72,100","76,252","77,763","85,514","90,118","92,853","95,973","96,556","94,942","95,855","91,459","90,183","92,473","102,440","103,739","106,053","117,438","123,363","133,198","145,693","157,720","169,214","195,188","196,130","191,073","175,806","154,830","173,363","167,996","167,385","179,864","142,450","142,744","145,707","143,707","161,713","132,583","130,474","128,178","116,775","142,640","144,660","142,223","132,121","119,545","122,495","111,425","97,127","104,591","109,997","127,295","170,000","141,500","117,493","118,431","118,050","132,658","144,399",:,"155,400",:,"198,813","184,045","176,723","185,925","158,304","143,575","142,316","131,222","140,447","154,333","152,000","134,929","121,045","143,450","147,278","219,786","234,250","184,550","187,095","155,254","160,927","178,833","184,000","198,217","180,849","187,658","198,868","193,249","200,000","213,125","212,450","242,650","233,654"
E08000012,Liverpool,E01033766,Liverpool 042G,"41,070","42,402","40,918","38,902","39,627","39,624","40,517","41,732","42,676","43,169","43,040","45,845","44,941","43,683","45,964","45,318","47,552","49,775","49,075","52,851","54,466","54,946","57,808","58,383","61,944","60,524","62,575","66,498","69,911","75,283","80,784","87,353","99,356","108,326","110,847","118,315","130,497","133,331","145,183","148,018","147,369","140,461","129,159","136,456","138,079","143,969","154,655","155,072","161,870","162,452","159,243","159,821","147,030","138,393","138,125","128,929","127,667","127,278","124,150","134,429","114,778","119,308","126,200","132,498","140,262","148,612","147,268","138,833","139,714","133,838","134,493","141,600","143,030","144,400","144,642","143,585","141,643","141,444","145,225","148,511","150,774","151,685","152,097","151,052","158,186","160,863","154,506","150,083","150,474","152,430","161,280","167,636","170,286","172,401","180,901","188,075","198,506","193,678","196,395","197,186","207,094","216,338","221,952","234,653","237,188","243,872","255,003","253,672","253,934"
E08000012,Liverpool,E01033767,Liverpool 050J,"23,212","21,910","20,894","20,545","19,808","22,189","21,883","23,154","21,617","20,868","19,794","18,794","19,323","20,177","21,121","21,764","21,520","21,883","21,745","20,833","21,894","22,144","22,378","23,718","25,405","21,344","21,970","22,042","20,803","21,259","22,186","24,937","30,695","34,270","43,246","49,906","55,481","62,104","58,422","62,860","65,866","67,290","73,960","72,286","72,035","76,053","78,718","83,759","85,842","81,996","83,574","83,037","83,852","85,241",:,"79,090","77,242",:,:,:,"64,333","60,286","60,000","63,909","74,182","77,850","75,864","76,438","68,857","64,125","68,714","72,575","67,325","69,013","66,706","66,425","68,575","73,813","76,258","76,844","75,481","80,680","84,109","83,481","83,232","81,214","77,231","74,200","78,400","87,765","90,329","91,405","91,442","86,286","85,333","88,428","91,896","93,203","97,128","99,346","95,833","97,682","100,263","101,882","110,820","117,471","124,402","128,208","131,263"
