Local authority code,Local authority name,LSOA code,LSOA name,Year ending Dec 1995,Year ending Mar 1996,Year ending Jun 1996,Year ending Sep 1996,Year ending Dec 1996,Year ending Mar 1997,Year ending Jun 1997,Year ending Sep 1997,Year ending Dec 1997,Year ending Mar 1998,Year ending Jun 1998,Year ending Sep 1998,Year ending Dec 1998,Year ending Mar 1999,Year ending Jun 1999,Year ending Sep 1999,Year ending Dec 1999,Year ending Mar 2000,Year ending Jun 2000,Year ending Sep 2000,Year ending Dec 2000,Year ending Mar 2001,Year ending Jun 2001,Year ending Sep 2001,Year ending Dec 2001,Year ending Mar 2002,Year ending Jun 2002,Year ending Sep 2002,Year ending Dec 2002,Year ending Mar 2003,Year ending Jun 2003,Year ending Sep 2003,Year ending Dec 2003,Year ending Mar 2004,Year ending Jun 2004,Year ending Sep 2004,Year ending Dec 2004,Year ending Mar 2005,Year ending Jun 2005,Year ending Sep 2005,Year ending Dec 2005,Year ending Mar 2006,Year ending Jun 2006,Year ending Sep 2006,Year ending Dec 2006,Year ending Mar 2007,Year ending Jun 2007,Year ending Sep 2007,Year ending Dec 2007,Year ending Mar 2008,Year ending Jun 2008,Year ending Sep 2008,Year ending Dec 2008,Year ending Mar 2009,Year ending Jun 2009,Year ending Sep 2009,Year ending Dec 2009,Year ending Mar 2010,Year ending Jun 2010,Year ending Sep 2010,Year ending Dec 2010,Year ending Mar 2011,Year ending Jun 2011,Year ending Sep 2011,Year ending Dec 2011,Year ending Mar 2012,Year ending Jun 2012,Year ending Sep 2012,Year ending Dec 2012,Year ending Mar 2013,Year ending Jun 2013,Year ending Sep 2013,Year ending Dec 2013,Year ending Mar 2014,Year ending Jun 2014,Year ending Sep 2014,Year ending Dec 2014,Year ending Mar 2015,Year ending Jun 2015,Year ending Sep 2015,Year ending Dec 2015,Year ending Mar 2016,Year ending Jun 2016,Year ending Sep 2016,Year ending Dec 2016,Year ending Mar 2017,Year ending Jun 2017,Year ending Sep 2017,Year ending Dec 2017,Year ending Mar 2018,Year ending Jun 2018,Year ending Sep 2018,Year ending Dec 2018,Year ending Mar 2019,Year ending Jun 2019,Year ending Sep 2019,Year ending Dec 2019,Year ending Mar 2020,Year ending Jun 2020,Year ending Sep 2020,Year ending Dec 2020,Year ending Mar 2021,Year ending Jun 2021,Year ending Sep 2021,Year ending Dec 2021,Year ending Mar 2022,Year ending Jun 2022,Year ending Sep 2022,Year ending Dec 2022
E08000012,Liverpool,E01006589,Liverpool 041B,"51,790","51,757","55,240","53,977","55,556","55,889","54,429","57,995","57,608","58,711","57,753","56,743","57,581","55,889","62,624","65,384","68,956","73,017","72,640","71,018","73,843","74,093","72,437","75,524","74,661","78,960","84,333","94,920","102,799","103,052","109,702","111,076","126,940","135,560","147,385","162,915","163,665","165,520","175,380","172,836","172,983","180,633","173,011","174,800","172,839","179,248","179,408","181,998","184,687","180,933","178,971","180,417","179,873","170,930","158,118","160,764","162,495","160,865","166,760","170,566","168,269","172,166","166,961","169,964","182,441","178,188","188,786","179,000","162,250","162,867","181,983","241,319","245,724","242,801","253,464","233,029","211,569","216,894","198,007","184,750","192,769","192,795","186,645","193,839","193,424","191,318","199,861","208,367","207,237","207,779","205,485","204,113","207,961","224,611","230,309","228,996","238,347","240,371","233,089","240,283","273,500","259,263","263,300","267,200","254,047","267,190","275,215","281,941","278,628"
E08000012,Liverpool,E01006590,Liverpool 042D,"46,301","44,175","44,242","46,518","47,360","50,606","50,465","46,350","44,296","43,674","44,776","45,032","45,757","47,241","47,575","50,563","50,884","51,840","53,742","53,373","55,927","59,836","55,948","58,114","58,578","61,765","67,511","71,856","74,274","74,808","81,021","92,916","102,309","111,917","125,640","140,241","147,065","145,200","144,980","140,184","143,945","146,294","148,637","154,335","155,433","156,933","164,980","168,401","173,577","179,482","172,903","170,550","163,332","154,960","151,579","145,380","155,235","146,531","147,522","151,364","141,756","151,832","145,785","153,933","157,679","150,345","160,685","153,489","162,683","163,482","156,653","153,314","147,700","149,020","149,146","148,906","147,250","159,890","176,316","172,281","180,510","175,947","169,324","170,187","166,808","170,308","172,701","174,192","171,726","168,868","171,645","175,272","182,342","195,454","202,791","210,686","206,858","189,531","185,529","191,446","194,903","210,881","221,592","224,527","226,612","240,578","242,558","250,262","255,876"
E08000012,Liverpool,E01006591,Liverpool 041C,"55,573","57,081","59,585","65,060","57,170","56,139","57,594","55,289","59,715","61,945","65,366","68,814","69,658","70,445","71,880","69,839","67,728","67,591","70,381","75,422","77,198","78,657","76,761","77,476","81,924","85,429","89,054","100,825","109,037","113,584","123,769","126,690","133,546","144,199","150,937","161,068","167,265","174,040","170,400","174,133","174,902","176,635","177,838","184,644","188,643","186,784","186,281","187,168","187,868","202,764","209,306","212,221","201,085","192,173","195,891","208,020","227,854","217,152","219,554","205,066","208,051","200,526","193,728","194,208","194,491","195,181","194,651","190,338","189,679","173,428","169,437","176,343","167,657","182,302","183,398","188,224","197,073","205,818","227,290","219,031","217,071","219,027","222,550","226,204","237,030","235,144","224,470","215,500","219,695","215,996","233,390","254,925","259,162","263,375","251,931","236,629","235,327","232,045","238,298","236,173","258,050","287,035","305,766","298,162","294,274","293,250","287,098","342,338","354,576"
E08000012,Liverpool,E01006592,Liverpool 041D,"91,672","98,998","97,559","93,187","91,620","86,145","93,603","121,522","129,022","133,419","130,822","117,838","114,722","123,029","130,876","125,088","121,791","112,633","111,303","108,453","123,916","137,098","142,647","161,913","148,355","158,984","175,377","182,350","200,748","196,933","212,948","217,483","228,597","241,190","246,952","278,368","287,405","319,935","355,136","354,986","378,911","345,697","381,233","345,270","356,328","341,805","235,059","228,551","220,096","208,713","219,916","238,831","231,743","250,205","281,880","263,696","250,988","235,253","230,794","245,990","275,390","267,774","238,944","244,550","258,535","283,409","359,973","349,862","348,246","361,725","308,666","270,500","250,715","246,090","259,723","321,350","335,017","372,352","319,150","305,092","284,908","273,215","320,774","292,725","284,472","218,500","262,342","287,586","313,588","358,000","343,103","374,909","458,302","444,228","435,135","451,687","387,692","377,356","399,028","371,131","360,653","381,383","415,707","406,210","412,219","420,091","304,314","364,792","388,469"
E08000012,Liverpool,E01006593,Liverpool 042E,"41,906","41,028","41,159","43,051","44,307","44,460","44,918","44,461","43,428","43,750","43,858","47,936","50,783","50,784","56,082","54,857","54,355","53,781","52,128","52,568","52,320","54,550","56,096","57,630","60,801","62,818","66,054","69,678","72,827","77,150","81,613","92,363","103,943","111,019","119,818","138,355","156,048","173,479","171,895","164,342","154,611","133,864","136,295","141,946","143,874","152,081","158,145","170,669","171,665","169,515","168,666","150,296","143,976","137,237","145,774","147,596","149,182","154,042","149,355","150,721","151,033","167,403","156,815","155,925","152,307","139,516","154,987","152,204","156,461","157,983","147,634","155,302","163,060","164,159","160,655","159,927","155,071","153,904","159,223","164,171","163,237","161,406","164,421","166,050","166,421","173,248","174,730","170,132","179,435","180,227","184,025","190,489","196,173","201,160","202,161","207,042","197,324","193,120","196,034","193,788","203,738","225,927","222,225","223,853","225,115","225,085","236,617","250,111","257,607"
E08000012,Liverpool,E01006594,Liverpool 047D,"102,824","105,611","104,474","107,084","102,381","84,219","86,383","75,156","80,491","85,459","80,560","80,791","100,342","110,605","126,782","144,881","158,591","165,027","169,814","163,001","139,436","126,894","111,850","137,319","167,516","178,561","205,754","199,079","195,805","204,225","222,046","217,653","216,468","204,300","203,784","227,050","227,418","262,069","266,828","271,397","262,091","263,466","290,973","301,184","338,275","308,164","280,500","306,200","294,235","282,000","294,444","257,375","254,906","276,647","239,125","260,583","246,364","264,400","306,225","302,353","326,545","285,227","274,762","255,852","255,805","292,995","282,545","296,831","309,858","267,583","245,938","236,423","227,617","267,538","308,969","327,531","342,927","327,578","291,294","266,174","247,087","245,204","229,109","253,512","273,952","297,696","305,370","314,950","333,945","339,998","382,656","363,806","329,886","350,111","303,842","314,075","338,050","321,861","338,821","401,875","382,200","416,846","409,368","393,526","399,133","365,833","423,071","420,500","425,500"
E08000012,Liverpool,E01006595,Liverpool 049B,"42,269","43,134","42,911","42,262","42,177","43,848","44,845","45,373","46,013","46,120","47,890","47,472","49,554","48,870","48,437","50,664","51,452","54,054","52,934","56,402","58,185","57,059","59,819","60,484","61,217","64,537","70,360","77,285","84,507","87,520","94,924","101,366","108,299","112,686","118,588","132,862","140,734","147,660","157,025","148,060","146,733","138,368","141,800","150,877","149,550","152,862","148,454","150,885","152,380","155,746","163,925","157,093","159,633","153,143","153,919","150,643","152,130","147,298","143,834","146,689","144,671","157,590","168,064","167,279","169,676","162,637","151,470","156,695","153,321","154,748","151,256","152,378","157,542","158,842","166,433","171,323","175,390","177,378","178,907","171,409","166,115","174,506","179,776","185,254","185,534","182,347","181,973","185,289","187,355","188,263","194,982","194,020","197,047","196,316","195,090","205,562","202,581","206,583","205,009","198,805","203,368","211,757","233,904","253,309","261,631","257,691","253,616","246,480","253,293"
E08000012,Liverpool,E01006596,Liverpool 049C,"54,859","51,947","52,429","53,524","54,501","57,756","60,512","61,858","59,806","61,288","59,495","60,712","65,444","62,002","71,931","72,810","73,003","77,836","72,790","73,411","83,314","80,845","76,896","82,154","78,916","88,218","96,823","104,476","131,381","132,165","147,128","149,470","158,848","160,074","162,553","180,825","175,963","175,689","164,876","156,760","163,938","171,270","201,420","199,163","197,352","211,037","193,450","196,632","196,948","182,527","193,529","186,881","179,333","182,591","161,688","163,993","168,775","168,877","177,290","189,763","185,470","185,788","187,697","187,054","188,044","184,791","187,685","202,362","202,153","214,719","207,557","197,402","211,499","213,147","221,964","227,400","214,707","208,895","201,326","193,265","230,073","229,946","242,789","239,198","221,271","227,366","231,917","238,643","233,583","223,532","235,312","237,403","272,212","273,361","258,750","262,476","253,440","260,470","279,811","269,123","282,090","283,076","286,353","299,281","331,000","332,750","334,750","329,913","316,716"
E08000012,Liverpool,E01006597,Liverpool 041E,"63,011","60,837","67,040","72,111","73,775","73,631","77,444","80,781","86,137","100,113","93,563","91,150","82,997","83,641","85,575","81,421","86,971","87,691","96,264","99,989","110,706","113,276","116,790","118,312","113,931","123,749","140,288","152,517","163,157","164,598","158,631","186,063","208,468","217,150","236,256","257,985","267,822","267,587","259,075","247,529","242,715","251,450","257,066","265,940","263,546","254,834","268,109","264,130","268,988","272,196","251,306","245,175","273,197","280,279","278,764","269,372","263,132","249,225","253,625","291,520","275,185","251,915","239,704","230,775","220,740","272,462","295,998","290,239","293,489","277,088","240,829","246,406","236,559","224,570","225,391","225,385","254,752","267,818","284,760","289,611","288,437","297,346","303,152","308,490","329,334","339,897","357,270","349,044","339,250","336,042","321,556","327,176","321,225","313,976","302,927","298,824","291,000","279,140","311,833","313,462","354,977","377,523","361,957","350,684","337,940","308,998","378,800","402,393","390,530"
E08000012,Liverpool,E01006598,Liverpool 010A,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,"28,599","28,928","32,250","34,200",:,:,:,"30,500","31,083","38,000","46,600","54,077","59,282","66,496","68,595","72,993","74,333","79,000","75,750","71,938","73,063","66,357","74,800","72,940",:,"74,171","77,862","80,198","78,617","79,476","75,600","79,600",:,:,:,:,"75,000","71,667",:,"85,167","92,318","106,900","104,801","102,916","107,040",:,:,"52,700","67,083","66,643","73,200","72,750","79,438","78,313","83,500","86,333",:,"61,992","62,869","62,992","63,600",:,:,:,:,"70,500","81,563","84,778","91,500","94,583",:,:,"107,699","150,297","144,597","144,597","136,598","98,600","102,600","101,833","95,200","115,200","110,600","115,000","116,000",:
E08000012,Liverpool,E01006599,Liverpool 010B,:,:,:,:,:,:,:,"26,617","22,992",:,"21,690",:,:,:,:,:,:,:,:,:,:,"30,600",:,"27,900",:,:,:,:,:,:,:,"22,833","23,375","25,195","40,223","49,173","54,900","56,267","57,527","59,888","56,402","61,071","60,417","63,556","75,643","75,222","76,188","85,438","82,078","84,457","92,266","91,369","93,443","93,443",:,:,:,:,:,:,:,:,:,"115,857","117,000","126,929","119,389","114,808","113,958","94,786",:,:,:,"129,750","133,247","133,569","129,910","125,285","108,090",:,"106,390","97,992","114,658","114,658",:,:,"128,380","107,700","127,256","130,378","145,449","154,995","155,864","159,134","159,270",:,:,:,"106,000",:,"113,000",:,:,"155,786","165,917","138,077","143,500","128,450","122,722"
E08000012,Liverpool,E01006600,Liverpool 011A,"28,639","29,275","29,611","31,939","31,493","32,031","34,594","35,393","34,671","34,233","34,067","32,056","30,161","29,106","28,578","29,275","30,781","31,139","32,750","32,556","32,700","35,700","35,646","37,825","41,845","41,612","38,585","39,481","40,678","41,490","48,593","49,146","55,285","62,065","67,600","75,882","92,905","94,314","94,389","86,625","79,143","79,375","83,050","91,545","94,917","99,450","100,521","96,669","99,606","101,865","107,303","108,259","104,181","96,375",:,"82,400","81,929","83,063","81,200","83,667","87,500","81,944","83,875","80,286","80,813","83,750","88,750",:,:,:,"77,829","78,449","77,524","79,286","76,000",:,"78,500","82,938","82,318","84,738","86,170","84,051","85,872","84,800","87,000","89,272","89,717","92,677","89,958","94,000","92,042","89,704","94,704","93,958","96,995","102,500","105,750","100,722","103,900","96,500","102,045","108,406","107,167","112,816","117,583","125,676","134,472","140,235","141,611"
E08000012,Liverpool,E01006603,Liverpool 011B,:,"33,806","31,383","28,298","32,389","31,885","32,646","38,708","39,058","40,944","38,730","36,584","33,570","33,213","34,753","35,550","35,250","37,406","39,161","39,305","40,140","40,647","40,855","38,113","39,538","38,812","38,437","43,318","41,734","41,109","42,693","41,877","57,769","65,535","68,379","73,277","78,056","80,214","85,950","97,562","97,499","99,166","100,750","99,500","99,222","98,650","99,409","89,797","97,683","99,005","102,883","108,497","99,881","98,121","88,929","94,300","101,000","100,000","97,667","92,556","93,042","93,042","92,750","94,500","94,200","88,707","84,306","83,350","90,645","88,350","90,886","91,621","84,996","86,138","83,249","79,583",:,:,:,:,"69,910","76,394","77,686","84,700","90,893","93,966","95,577","92,540","104,396","103,380","103,606","105,688","97,113","102,679","106,439","111,320","121,029","115,050","111,591","115,107","117,175","119,588","126,059","127,450","129,614","130,979","118,861","130,679","132,267"
E08000012,Liverpool,E01006604,Liverpool 016A,"35,025","34,167","33,167","31,245","32,143",:,"36,452","40,167","40,395","40,994","40,745","36,550","36,477","37,246","33,405","37,439","35,556","32,044","34,335","31,336","32,639","34,297","37,347","41,742","44,014","44,903","41,015","43,117","45,095","47,074","48,740","50,670","48,259","47,565","57,729","64,590","71,529","78,065","75,319","79,605","85,316","89,725","99,615","97,371","97,516","100,854","100,500","114,743","111,827","111,960","111,893","99,820","104,133","105,315","99,736","102,190",:,:,:,"87,100","86,889","84,700","86,125","80,563","75,333","76,667","77,593","79,667","77,800","79,111","78,795","78,177","85,744","87,471","84,804","90,174","89,850","90,733","96,150","87,115","85,968","81,406","82,875","84,531","86,500","90,529","103,866","126,998","148,513","161,528","157,528","150,606","124,768","94,423","89,875","94,393","94,406","94,077","98,964","111,197","120,919","119,244","123,332","125,659","118,433","124,538","120,308","130,749","154,528"
E08000012,Liverpool,E01006605,Liverpool 016B,"43,057","38,779","35,606","35,717","32,278","34,000","37,095","34,317","36,449","35,899","34,004","35,800","32,863","33,166","34,269","34,550","33,731","38,405","36,735","36,703","38,159","36,078","38,121","38,370","40,924","39,771","37,189","48,537","49,754","48,760","50,758","53,589","55,444","68,009","68,158","72,730","80,025","78,596","80,259","84,974","90,587","93,550","96,357","96,278","98,024","99,638","104,556","105,042","105,942","106,647","106,725","108,321","108,042","110,850","112,857","108,000",:,:,:,:,"86,620",:,:,"93,443","103,700","98,083","103,200",:,:,"89,500","89,500","85,571","87,375","73,500","73,676","88,947","91,224","93,374","91,395","90,371","90,527","91,196","93,262","93,029","77,635","74,039","79,529","87,154","96,146","100,650","104,442","102,396","109,500","105,571","106,500","108,300","115,583","105,124","103,458","106,445","94,853","108,300","127,143","133,056","143,350","145,058","143,750","143,617","141,096"
E08000012,Liverpool,E01006606,Liverpool 020A,"35,507","33,909","30,143","28,532","29,153","29,997","31,184","29,649","31,459","30,934","31,734","31,835","29,371","29,915","31,813","33,639","32,888","33,293","30,823","29,616","29,722","31,254","33,720","36,756","40,167","38,175","37,402","38,925","39,606","39,904","41,279","45,444","47,766","52,084","58,668","60,116","69,247","71,843","72,872","78,722","78,622","80,083","85,241","84,406","91,761","110,323","113,845","133,288","137,590","139,915","144,225","147,451","148,984","140,540","122,035","107,170","105,749","101,249","93,747","86,272","82,240","83,690","89,492","84,619","87,438","88,857","79,214","85,750","91,092","84,839","81,950","77,646","75,500","78,096","80,280","82,746","84,274","82,644","81,737","82,118","83,231","88,500","88,800","97,100","94,111","84,369","85,494","82,595","80,913","82,357","90,031","96,476","99,524","109,938","107,318","105,719","102,107","102,182","109,667","112,250","127,308","125,100","125,406","125,262","123,235","132,093","129,089","139,413","141,800"
E08000012,Liverpool,E01006607,Liverpool 008A,"27,250","32,400",:,"21,996","25,747","23,898","23,898","32,091","33,082","35,280","36,483","35,094","34,575","34,993","33,742","35,177","35,331","31,525","32,164","35,190","34,406","35,806","35,781","33,190","39,590",:,"40,056","41,348","40,679","44,549","48,675","49,500","54,088","57,121","60,358","74,950","103,705","114,876","95,457","91,290","81,554","79,530","91,193","86,011","84,011","87,354","90,196","98,120","100,661","100,188","102,209","112,086","105,542","100,167","94,182","71,939","74,299","77,674","76,174","78,206","77,786","81,900","78,167","74,500","71,818","73,346","73,150","78,750","77,571","77,188","80,083","78,900","73,786","64,571","64,571","68,136","70,625","76,438","76,350","74,400","83,357","86,642","90,333","90,000","85,830","84,163","82,829","78,369","80,750","85,600","92,857","96,857","104,000","93,363","91,496","95,879","96,409","108,350","111,375","105,000","97,500","92,300","108,109","117,229","128,836","127,862","128,694","128,375","128,458"
E08000012,Liverpool,E01006608,Liverpool 009A,"29,801","34,500","32,915","33,288","33,051","33,461","35,073","36,244","34,940","33,332","30,750","33,156","34,331","35,717","36,385","33,394","33,190","32,292","36,402","38,610","39,811","40,444","38,540","35,085","32,489","33,289","33,609","34,853","35,906","39,446","41,327","43,429","51,424","52,461","57,851","65,808","70,083","81,080","102,747","104,911","104,638","102,359","100,906","94,078","95,460","99,059","99,717","109,510","109,283","103,905","98,974","95,769","84,641","80,997","74,934","79,552","85,125","84,659","88,904","99,571","93,859","95,245","99,056","90,931","95,750","90,223","88,954","91,586","73,883","71,375","73,200","75,667","88,332","86,811","86,107","86,114","74,945","72,900","84,600","78,188","83,271","78,047","79,150","85,633","87,357","89,933","89,368","90,524","89,850","94,094","92,192","91,591","98,379","90,925","86,920","83,638","79,792","88,444","86,929","85,800","90,038","93,549","106,721","119,940","127,069","126,012","120,858","112,391","117,237"
E08000012,Liverpool,E01006609,Liverpool 009B,"29,849","28,199","27,999","26,248","26,192","27,848","26,864","29,985","27,003","24,627","25,645","26,315","28,329","30,966","33,185","32,562","32,527","30,165","28,963","30,041","30,998","33,997","33,535","33,103","33,650","34,814","36,289","36,346","35,207","33,663","37,177","43,982","48,584","54,786","60,300","67,139","73,643","77,587","76,357","72,208","82,368","85,809","86,709","89,273","88,919","87,529","87,933","87,687","88,071","94,838","98,650","89,725","86,475","77,765","71,500","80,100","79,313","81,500","78,672","78,672","63,229",:,:,"73,833","79,357","73,727","71,727","68,768","68,445","68,439","76,695","73,083","71,650","77,154","70,233","72,364","75,214","66,850","70,222","71,917","76,767","79,843","79,325","82,921","79,117","76,528","83,250","82,062","79,628","85,893","84,586","82,067","94,385","92,444","81,705","83,173","84,365","86,351","100,980","98,517","92,828","116,557","105,690","131,812","130,440","129,092","138,168","129,306","151,063"
E08000012,Liverpool,E01006610,Liverpool 009C,"24,870","24,858","23,137","25,919","27,285","28,295","28,257","27,270","26,350","25,526","23,204","20,785","26,608","28,066","27,973","29,918","29,157","28,740","31,664","32,955","31,316","30,363","27,645","26,923","27,848","29,958","30,207","30,014","29,425","29,244","30,297","31,698","34,995","39,591","44,381","53,457","60,551","63,070","68,758","66,904","70,192","71,354","70,417","71,642","74,622","77,998","80,206","84,065","83,768","82,588","84,273","82,906","77,455","73,343","63,916","62,955","57,895","59,421","66,945","65,445","74,350","71,389","70,857","67,889","60,438","61,964","60,100","60,172","60,875","55,479","55,975","62,690","60,497","62,883","62,337","54,625","52,464","53,367","52,643","55,727","68,769","65,000","63,684","67,176","56,321","54,950","50,013","49,747","50,419","52,996","74,667","70,150","78,389","72,393","61,941","66,613","65,013","68,319","73,484","75,000","75,625","82,029","80,912","82,029","87,154","79,923","90,308","90,542","91,000"
E08000012,Liverpool,E01006611,Liverpool 012A,"25,388","26,562","25,091","25,905","23,161","23,965","24,442","23,359","23,979","24,243","23,435","24,332","24,859","23,496","23,616","21,972","24,873","24,600","24,375","24,336","22,446","22,196","22,481","22,457","22,392","22,623","23,578","25,889","25,858","25,857","25,424","24,477","26,824","28,721","36,140","42,966","46,601","50,426","51,646","53,076","55,640","56,963","57,860","60,550","63,919","66,646","69,483","71,590","73,566","71,876","71,212","71,028","70,974","71,846","68,667","64,450","51,786","51,636","50,107","51,353","52,765","52,203","49,834","47,918","42,359","42,315","45,338","45,359","46,214","43,950","42,865","46,250","44,038","44,428","43,418","40,933","42,430","44,417","44,224","43,250","42,803","41,154","43,259","44,361","44,491","44,648","42,355","42,150","43,405","46,358","47,907","48,819","49,352","49,379","49,187","50,158","50,812","51,382","51,812","54,867","56,947","58,079","62,325","64,738","68,711","71,645","73,953","72,875","73,613"
E08000012,Liverpool,E01006612,Liverpool 008B,"47,857","46,741","44,653","42,530","43,910","42,081","40,283","38,280","41,486","41,300","45,483",:,"34,158","32,990","31,993","36,363","36,613","34,690","35,987","33,831","37,893","41,525","40,729","34,200","34,516","35,443","33,082","35,009","32,548","29,272","34,493","53,950","58,494","64,661","76,181","76,917","74,382","69,308","71,822","69,725","78,445","85,717","94,375","100,333","105,829","104,556","104,860","106,064","97,354","95,909","96,000","91,400","97,800",:,:,:,:,"85,368",:,:,:,:,:,:,"64,667","64,667",:,"73,333","72,500","71,429","71,429",:,:,:,:,"76,750","81,708",:,"69,850",:,"60,000","59,714","62,286","63,938","69,500","72,900","84,786","95,166","96,600","100,700","104,937","92,389","85,250","84,063","82,725","90,875","93,125","93,625","88,556","82,917","92,100","94,250","111,179","116,531","116,250","118,382","123,045","121,100","128,833"
E08000012,Liverpool,E01006613,Liverpool 009D,:,"36,190","39,498","32,963","33,768","32,782","29,402","33,087","31,011","30,875","32,383","34,488","35,957","36,615","36,877","37,735","39,380","40,668","41,168","38,616","38,488","37,118","37,544","40,317","35,492","40,536","43,991","39,945","42,019","44,172","42,522","50,934","60,916","62,150","65,929","72,000","90,200","89,500","91,597","99,483","92,317","100,413","99,677","103,038","114,389","104,666","111,024","111,305","110,708","117,725","120,610","125,656","96,000","91,000","69,429","73,250","81,167","75,571","74,970","71,970","73,966","75,522",:,:,"84,000","85,400","85,333","76,700","78,000","74,333","72,296","84,238","82,083","85,238","88,111","83,200","85,363","82,909","81,124","87,500","92,071","97,944","97,944","96,555","97,625","88,333","89,786","85,692","91,655","91,055","90,383","94,217","88,000","96,017","94,615","99,915","95,165","95,563","100,938","103,929","113,167","122,450","114,438","111,883","116,074","120,111","128,066","139,627","145,070"
E08000012,Liverpool,E01006614,Liverpool 012B,"26,466","24,667","25,872","22,886","22,083","23,398","23,118","22,978","23,593","23,352","22,250","22,498","21,158","21,739","23,748","23,422","24,197","23,015","21,256","22,377","21,945","22,755","23,666","24,592","24,852","24,545","23,259","21,701","23,158","25,229","27,125","29,577","30,524","31,340","37,237","46,426","50,520","51,841","56,701","57,810","61,376","63,968","65,077","68,529","67,705","67,787","69,703","70,001","72,878","75,567","75,643","76,041","76,971","75,438","73,462","67,636","60,500","54,240","53,240","57,908","59,519","59,250","58,694","53,025","51,145","55,342","54,064","51,690","51,350","49,569","46,361","45,425","47,725","42,150","42,167","49,667","45,906","49,528","49,614","47,411","46,693","49,188","49,138","49,919","50,545","51,075","53,200","53,873","55,248","52,402","48,192","48,889","50,597","58,534","62,753","62,286","64,672","58,329","59,573","61,500","55,825","66,775","64,150","63,625","66,295","69,348","69,318","72,316","73,655"
E08000012,Liverpool,E01006615,Liverpool 012C,"22,792","23,830","23,641","23,131","24,125","24,905","26,467","26,960","24,802","25,517","24,399","24,616","25,875","24,567","24,900","23,157","21,597","19,792","20,503","23,414","22,694","24,528","25,525","24,886","26,254","25,138","24,133","22,787","24,026","25,183","25,993","28,429","30,275","33,954","40,165","45,957","52,929","56,552","59,823","61,376","62,510","65,591","68,040","70,081","70,705","68,789","71,627","73,851","75,124","78,692","76,495","70,475","67,778","64,216","62,227","60,295","57,778","59,500","62,500","63,042","58,603","57,795","56,556","49,806","52,958","54,393","53,400","50,800","52,045","51,708","56,222","57,688","57,286","55,417","53,083","51,706","51,761","49,132","48,875","50,083","47,466","49,749","48,624","66,499","69,250","67,625","69,020","59,642","57,247","60,106","57,331","58,533","57,760","56,460","56,706","54,333","64,389","65,125","73,912","81,967","77,750","75,500","65,222","64,600","80,685","86,259","86,781","91,708","93,063"
E08000012,Liverpool,E01006616,Liverpool 015D,"35,613","31,496","30,875","32,583","36,775","41,183","43,060","41,263","35,682","34,637","37,240","37,947","42,915","38,114","37,147","37,036","35,225","39,166","36,376","38,172","37,195","36,521","38,055","38,264","44,063","44,746","48,936","53,520","54,051","56,563","57,015","47,827","56,550","58,430","56,387","68,397","59,843","59,164","71,414","91,351","109,342","111,175","117,389","116,895","133,277","127,003","119,964","124,084","113,721","111,956","105,619","92,688","91,631","95,795","102,874","101,666","95,992","98,707",:,:,:,"83,783","84,529","81,150","69,743","70,917","67,300",:,:,:,"85,000","77,786","76,938","73,583","79,250","80,958","86,532","86,184","84,746","97,815","93,241","101,915","102,146","101,977","105,386","94,104","95,611","95,563","87,813","94,357","90,136","82,417","90,714","93,118","96,133","103,650","106,833","107,294","107,429","107,800","111,300","148,808","137,685","133,929","135,217","122,366","123,359","138,744","142,658"
E08000012,Liverpool,E01006617,Liverpool 021A,"52,815","53,384","53,851","55,661","56,550","57,623","57,045","55,253","55,191","55,169","54,461","56,122","56,033","54,847","56,895","58,900","59,246","57,102","57,540","62,718","63,834","67,647","66,107","61,132","60,490","59,041","65,961","73,849","79,650","83,330","97,773","96,639","96,736","100,853","105,967","120,562","138,684","142,086","139,284","136,491","137,706","140,491","161,970","164,166","160,518","162,559","150,697","151,074","157,248","183,499","184,038","184,687","177,969","134,334","131,818","134,282","127,583","123,749","126,333","129,700","125,179","118,542","126,031","112,963","114,306","118,318","113,288","118,318","125,222","128,599","131,999","130,333","137,945","135,547","143,315","145,068","143,162","162,750","151,200","140,857","140,219","122,857","126,261","150,456","156,794","156,324","156,970","160,327","169,132","186,085","205,803","205,818","214,556","215,066","215,019","212,815","204,212","202,077","180,334","197,664","194,976","188,471","196,500","180,333","187,880","192,010","202,068","227,330","223,075"
E08000012,Liverpool,E01006618,Liverpool 016C,"41,601","41,997","40,421","40,339","42,305","41,283","41,531","41,121","44,281","43,977","44,858","45,838","43,325","43,408","43,636","43,207","42,156","42,907","42,575","44,997","47,661","47,936","48,399","48,279","47,471","47,258","48,843","52,737","57,703","56,235","60,430","65,822","67,397","76,783","88,512","92,469","100,250","93,719","113,912","113,912","124,259","131,814","128,131","124,929","124,963","124,340","121,318","122,180","117,984","119,330","125,007","125,603","117,438","114,232","102,833","105,500","118,857","121,875","116,333","116,313","111,605","108,243","111,578","103,720","104,100","101,479","100,321","119,406","121,321","115,125","106,917","93,568","93,568","93,125","98,375","98,857","101,417","105,385","102,857","106,000","107,629","106,272","113,938","118,573","121,633","124,658","123,147","120,079","122,326","124,472","126,548","130,386","132,676","136,219","127,663","124,204","129,354","123,929","131,286","136,545","133,650","140,313","142,750","138,325","140,068","150,574","154,750","165,594","152,278"
